,id,premise,hypothesis,lang_abv,language,label
7708,29152345e2,Perspectives from conducting research in the study,Educational research required,en,English,1
4904,b5244abaac,Tales of Ibiza,Ibizan folklore is available in written form.,en,English,1
8997,95ca81f889,"Para cantar buena fortuna venga a quien le teme,",No le tengo miedo a nadie.,es,Spanish,2
9763,d3f7456283,"The main journeys from one part of the country to another, for example, from Milan to Rome or to Naples, are most loved by train fans and travelers with plenty of time, patience and curiosity.",It takes eight hours to get from Milan to Naples by train.,en,English,1
5859,d72c9bec27,گہرے نیلے رنگ کے قالین پر پورے رنگ میں صدارتی مہر لگی ہوئی ہے اور اس کے چاروں طرف پچاس سفید ستارے ہیں۔,رگ کا قطر چھ فٹ ہے۔,ur,Urdu,1
10228,9df98371d3,"ब्रुकलिन-बैटरी सुरंग में निर्मित इकाइयों के लिए, पूर्वोक्त देखें।",इस समय ब्रुकलिन-बैटरी सुरंग को छोड़ दिया गया था।,hi,Hindi,2
10561,df1412b80e,اسامہ بن لادن اور القاعدہ کی طرف سے پروان چڑھائی گئی دہشت گردی اس کے برعکس تھی جس کا حکومت نے پہلے سامنا کیا تھا۔,بن لادن اور القاعدہ دہشت گردی کے ذمہ دار ہیں۔,ur,Urdu,1
1473,c4c71b9f9b,"Sonuç olarak CEO, bilgi teknolojisi ve yönetim fonksiyonlarının CIO'ya, CIO organizasyonuna ve organizasyonun diğer departmanlarına tahsisini kontrol eder.",CEO insanlara hangi bilgileri almaları gerektiğini söyler ama bazen hata yaparlar.,tr,Turkish,1
10,a1971593d5,"Може да не сме имали всичко, което сме искали или сме виждали, че други хора имат, но тя ни осигури най-важното, от което се нуждаехме.","Имахме всичко, от което наистина се нуждаехме.",bg,Bulgarian,0
3706,aacd097dc9,दुनिया भर में एसेट फ्रीज़ को ठीक से लागू नहीं किया जाता है और सरल तरीकों से भी कुछ ही हफ्तों में आसानी से धोखा दिया जा सकता है।,आप फौजदारी से कभी दूर नहीं चल सकते।,hi,Hindi,2
7535,45a1f929a7,Seit der Wahl ist ein Monat vergangen und die Republikaner und Demokraten liegen immer noch unentschieden.,Seit der Wahl ist nur eine Woche vergangen.,de,German,2
1108,b496488003,Время от времени заниматься благотворительностью. И тихо засмеялся.,"И ты можешь быть великодушным, — сказал он со смехом.",ru,Russian,0
8643,917fb738cb,The political purge that didn't happen during the impeachment process weighed heavily on Clinton.,There was no political purge.,en,English,0
9709,05cc35e98d,There's a huge difference between someone like Michael Dell and someone like Al Dunlap.,They don't get along.,en,English,1
5137,87382637e6,Black professionals braid their hair to show their ethnic pride.,"Blacks proudly braid their hair, sad the black woman.",en,English,1
4087,ac3d05d46f,i can't jump up and down because it hurts,no pain from jumping,en,English,2
6592,a5d5e4a821,702/369-1540) 这是拉斯维加斯最古老的咖啡馆，根据一些人的说法，它仍然是所有波西米亚风格中最好的。,一个拉斯维加斯咖啡馆建于1940年。,zh,Chinese,1
11531,6c3bbe93d9,"Sure, yes.",You should already know the answer is yes.,en,English,0
2201,eb3c130232,"Этих мощностей недостаточно, но мало что сделано для их расширения или реформирования.",Они прошли через многое и прошли через все это.,ru,Russian,2
5932,6a88f7164e,这是非常有趣的是，这真的很受欢迎，显然这是大约一周后，我认为,我不想在晚上发布某些东西的时候去，而是等待一个星期才能看到它。,zh,Chinese,1
2265,dae857179e,"Bettelheim committed suicide in 1990, apparently finding life unbearable despite (or because of) his novels.",Bettelheim took his own life in 2005.,en,English,2
3185,9289eb468d,Why sacrifice your life for dirty peasants and slaves?,People sacrifice their lives for peasants and slaves.,en,English,1
11507,114fd0bf1c,معلومات کے لیے، ہفتہ کے علاوہ صبح 9:00 بجے سے شام 5:00 بجے کے درمیان (213) 623-2489 پر کال کریں۔,.د تليفون کرښه په اونۍ کې بوخوته وي,ur,Urdu,0
10961,6de53587b2,آپ ایروبکس کیسے کریں گے؟,کیا آپ وضاحت کر سکتے ہیں کہ آپ کس طرح تربیت کریں گے؟,ur,Urdu,0
5719,f0c289edbc,Αυτοί οι ουρανοξύστες είναι τράπεζες και ο δρόμος στον οποίο βρίσκονται έχει το παρατσούκλι Milla de Oro ή Golden Mile.,Κανένας από τους ουρανοξύστες στο Golden Mile δεν είναι τράπεζες.,el,Greek,2
11196,85e6da67b7,"изчакайте! Блъд му заповяда, прекъсна го и върза ръката му за неговата.","Блъд сложи ръка на ръката на стрелеца, за да се опита да го удържи.",bg,Bulgarian,0
318,a2fe5baa5c,إنهم يطلقون النار على الطلاب ، أليس كذلك؟,إنهم يصنعون الكعك للطلاب ، أليس كذلك؟,ar,Arabic,2
9685,49245fe99b,that was good and Poland yeah and I've done some of those yeah I like I like things that are these are some of those I can take from it I like when they actually give you information in a new format I guess it will be,I enjoy receiving information in the shape of a novel.,en,English,0
7203,7d513f104f,"Cách xa bờ biển, địa hình dốc qua thông, mimosa, bạch đàn và cây thạch nam với độ cao gần 915 mét (3.000 feet).",Địa hình phẳng.,vi,Vietnamese,2
2350,b8babfc166,"There's only one thing I need to do.""",I have only one thing left to do.,en,English,0
6496,2e5c772e8f,"You see, he said sadly, ""You have no intuition.""",I decided to prove him wrong.,en,English,1
7654,787c1d1971,"Джон Хорган (""Секрет жизни"") рецензия на ""Восхождение на суперсемейку"" Ричарда Докинза, Интересно","Судя по всему, Джон Хорган никогда не читал «Восхождение на гору невозможно».",ru,Russian,2
2781,950ef50341,"Not quite as big is the Papal Church, which commemorates the visit of Pope John Paul II in 1979, when more than a million people gathered for mass.",Less than a million people attended Mass during Pope John Paul II's visit in 1979.,en,English,2
9915,1053f884d9,because the cold weather was just trapped on the ground and couldn't escape,The weather slipped away easily.,en,English,2
11577,c081330937,"In short, most of the whale is incompressible.",Every part of the whale is shrunk.,en,English,2
5712,66b734f2dc,额外的5美分，或者额外的30美分即可得到6瓶，大家大家都来越境购买更便宜更便宜的饮料,大多数人都为了让饮料更便宜而越过边界。,zh,Chinese,1
11217,8cbc8050d5,"The Garden Island is lush with botanical estates and Waimea Canyon, the grand Canyon of the Pacific .",Many flowers are found in the Estates on The Garden Island.,en,English,0
7290,05b3d2ada9,I voted in the last national yes I'm not sure if I got the last local vote or not.,I'm not sure if I got to vote at the last place.,en,English,0
6507,6c08154172,so i how do you feel that it should be applied,I don't care about your feelings just use it by any means to get it over with already.,en,English,2
6252,98266ef6bb,อย่างไรก็ตาม เขาจะแสร้งทำเป็นพูดตรงๆ อย่างแน่นอน โดยอ้างว่าโดยทั่วไปเข้าใจว่าผู้ชายรวมถึงผู้หญิงด้วย,ผู้หญิงถูกรวมอยู่ในกลุ่มผู้ชาย ขณะนี้ขบวนการสตรีนิยมยังคงดำเนินต่อไป,th,Thai,1
4521,de57f4f080,"Wastani wa riwaya ya maneno 200,000 kwa $25 inamaanisha kufanyia kazi maneno 8,000 kwa kila dola.","Riwaya ya maneno 200,000 inayouzwa kwa $25 ni bei nzuri.",sw,Swahili,1
6317,011947dcb5,"Yes, you have done well, young man.","No, you're not doing very well.",en,English,2
6477,af5fdf8823,"""It's that kind of world.""",This is the world we live in.,en,English,0
5796,443e0d2b7a,Времето вещае проблеми за SAT.,Ще има проблем Избирателната комисия да навакса.,bg,Bulgarian,0
162,ba01e23d88,"Kama Mwafrika Kusini mwenye fahari, ninahisi sababu kuu ya hii ni ukosefu wa hamu ya lugha ambayo ipo katika majimbo ya nyumbani.",Lugha ya kieneo inawezekana kutokana na ukosefu wa hamu ya lugha.,sw,Swahili,0
7586,a5347753e2,"He confiscated most of the princes' personal wealth in the name of the State, but found it more difficult to restrain the power of the landowners, who had extensive connections with the more conservative elements in the Congress Party.","It is difficult to limit the power of landowners in broad contact with the more conservative elements of the Congress Party, because the Party is paying the price for them.",en,English,1
7119,81015f7e56,they really do i i sometimes think that that should be limited more,"No, I don't think they need any additional limits.",en,English,2
3875,a3b36c7495,"To be sure, not all auctions are rigged.",Every auction is a robbery.,en,English,2
10173,be1111d162,"June 21, 1995, provides specific requirements for evaluating and reporting controls.",There are no specific assessment requirements.,en,English,2
5539,8943fc02b3,"Donc, euh, on se retrouve généralement chez mon oncle au bord du lac et on y reste quelques jours",Nous partons quelques jours dans un chalet.,fr,French,0
10202,8d798c2336,Boca da Corrida Encumeada (moderate; 5 hours): views of Curral das Freiras and the valley of Ribeiro do Poco.,This chapter is in the advanced category.,en,English,2
10931,956089616a,"During the hottest hours, things practically grind to a halt, although the Caribbean siesta is an hour or two shorter than the Mediterranean siesta.",Things slowed down because there were not enough people to assist.,en,English,1
3404,7e4c8619b9,"Tuy nhiên, SAB, được hỗ trợ bởi các tài liệu gần đây giải quyết vấn đề này (Rossi et al.",SAB đã nói về tầm quan trọng của nó đối với đất nước.,vi,Vietnamese,1
4466,4f22b0b2e1,"and now we got the governor, she gon' do this",Now we have the governor and he will do it.,en,English,0
6852,8a7550f4bd,je crois le contraire,Je ne crois pas que ce soit vrai.,fr,French,0
2111,0a59b14d54,جب میں بڑا تھا، آہ,میں 90 کی دہائی میں ٹیکساس میں پلا بڑھا ہوں۔,ur,Urdu,1
8926,f2864c8431,"Хотя я не могу спутать происхождение Хендриксона с лошадиными широтами, отдать должное, он просто скопировал этимологию из других источников, включая OED.",Я не согласен с Хендриксоном относительно происхождения широт неподвижного пояса.,ru,Russian,0
7389,582c1da72b,"Total electricity costs increase by about 15% to 30%, depending on the year and scenario (see Table 3, below, and tables in Annex 5.2 for more detail on changing patterns of costs).",The cost of utilities ranged from 15% to 30% more.,en,English,0
8598,e9ad9cc8e4,Maintenant debout devant la rampe avec Lord Julian à ses côtés. Le capitaine Blood s'expliqua.,Le Capitaine Blood se tenait à côté de Lord Julian.,fr,French,0
9884,aab8524689,okay what types of music do you like to listen to,"You hate music, don't you?",en,English,2
3173,fc3dee730f,He fell in love with Monica Lewinsky and even told her he wanted to be with her when he left office.,He hated Monica and wanted nothing to do with her after leaving the office.,en,English,2
8282,5c6bd40f68,The other is retrospective and is intended to help those reviewing case study reports evaluate the quality of completed case studies.,It is made to help the reviewers assess the quality of the case studies.,en,English,0
11713,5202c3364a,"But it's peaceful, I mean, it's so relaxing to do it once you find the time to do it",It's relaxing if you have the time.,en,English,0
1630,3a2d890d4e,yeah and i'll do this uh sometimes i'll put my after i pour that on my back in my saucepan i'll put the eggs in the same dish and beat them and then pour the cornstarch and milk mixture into the egg so,Sometimes I put the eggs in the same dish and add the cornstarch.,en,English,0
3951,56011dcc3f,There are also dozens of great photos.,I'm sorry. We currently have no photos to show you.,en,English,2
4882,8c7351fa4c,"If it had rained in the last two weeks, instead of planting St. Augustine grass in the yard, I think I would plow everything and get a rice field.",The rain is enough to flood everything here and make the patties.,en,English,0
9202,b7fcad3cf5,آجروں کے شراکت داروں کے لیے سوشل سیکیورٹی پروگرام۔,ملازمین سماجی پروگراموں کو دیتے ہیں.,ur,Urdu,0
10137,423799b5bf,"These analyzes meet the information requirements of the various sections, including categories of small entities subject to the rules and consideration of alternatives to reduce the burden on small entities.",The regulations put excessive burden on the activities of small entities.,en,English,2
8902,cafc865ef2,"Program Account - Appropriations to cover the subsidized costs of the Direct Loan or Loan Guarantee Program go to the Budget Account, from which such costs are paid to the Financing Account.",Funds should never be transferred between planning accounts and financing accounts.,en,English,2
7744,e651cde6ca,如果产品中包含有更多的新内容或发明，完全集成的产品原型经常被用来证明这个设计满足产品设计要求。,建造建筑模型会在工期内增加时间,zh,Chinese,1
10374,4cb913cdb7,Um yeah that sounds kind of neat uh the location at all is important to you like you know how far is it from your house or something else,"Location doesn't matter to some people, but it may matter to you, I don't know.",en,English,1
2907,bcd17f8a2e,"But the state arguably has a First Amendment-compatible interest in stipulating how those media are used, and Fiss's discussion of those issues is the least galling in his book.",It is 100% clear that the state has no interest in using the media.,en,English,2
6121,dc3ace48f8,"Basında iddia edildiği gibi, Yusuf'un tutuklandığı İslamabad misafirhanesinde KSM'nin varlığına dair hiçbir kanıt bulamadık.",Yusuf hiç tutuklanmadı.,tr,Turkish,2
2974,4439e7a955,"Although a mile long, its name is misleading because it is not one street but several different ones.",It is seven miles long.,en,English,2
5388,c3a42cc90f,yes i started to study math basically because i was very good at it in high school,I was also a straight forward student.,en,English,1
4063,31552e6e0e,"I see, said Tuppence thoughtfully.","Tuppence, after careful consideration, said, ""I see.""",en,English,0
7327,48425ae085,جو ہمیں فوج کے ساتھ چھوڑ دیتا ہے۔,فوج نے ہم سب کو چھوڑ دیا ہے۔,ur,Urdu,1
8879,88cd334c67,A large multinational corporation uses technical facilitators to support its initiatives.,Most companies use technical facilitators.,en,English,1
2187,c096732198,The last thing we want is more attention or other bounty hunters.,They gave up their hands to get more attention.,en,English,2
2515,58c1b8d5bc,"The people of New Madeira traded sugar, the dominant luxury item of the time, with Britain and Flanders, and proved skilled in the art of winemaking.",Its wines were famous even in Italy.,en,English,1
9845,8a51725495,"Anfang Mai 1996 erfuhr die CIA, dass bin Laden möglicherweise aus dem Sudan geflohen war.","Die CIA war zuversichtlich, dass Bin Laden viele Jahre im Sudan bleiben würde.",de,German,2
395,91793871fc,"Aksini yapmak, GAO personeline, basına ve halka rahatsız edici bir mesaj göndermek olacaktır.","Aynısını kendiniz yapmazsanız, çalışanlara göndermek için kötü bir mesaj.",tr,Turkish,0
10514,466d5cef85,"Hold on, Tommy said.","""Don't hold back at all!"" was Tommy's only message.",en,English,2
8216,87b225a0cf,"ok, yes, there will be some measure of incentive, well, a reward or something, but the reward ultimately comes down to what you want",They have a policy against incentives.,en,English,2
4937,3acc739e4e,Near Jerusalem,It is far from Jerusalem.,en,English,2
8986,f232a334f5,The next opportunist is Octavius ​​Decaturgas.,The one remaining expert went by the name Octavius.,en,English,0
7375,a47e109afe,في عام 1999 ، كان لدى حوالي 2100 ممارس عام إمكانية الوصول إلى تقارير المراجعة عبر الإنترنت ، وقام HIC بإجراء مزيد من التحسينات لتشمل المراجعات من الممارسين الآخرين.,لم تقم HIC بإجراء تغييرات في التعليقات.,ar,Arabic,2
3389,bbf2b495b1,"'I understand, good.'",It was clear,en,English,1
5129,bec4081534,"1) Increased federal enforcement. Before Hoover's death, the FBI did not aggressively investigate the Mafia.",Increased federal law enforcement is critical to curbing criminal groups.,en,English,1
5392,2914ab4042,"Additionally, given the dynamism that environmental agencies face, employees need incentives, training and support to help them learn and adapt continuously.","Welbeck's CEO told the committee there was a need to ensure employees were trained, prepared and compensated in a way that enabled them to respond to changing markets.",en,English,1
901,4278b4cc93,"I will not stop you.""",I don't want to stop you.,en,English,1
8353,e806d12876,"Có một số dự đoán về dòng tiền trên bàn của tôi và, ừm, chúng dành cho một khách hàng tên là Cutie.",Chúng tôi không có khách hàng Cutty.,vi,Vietnamese,2
10836,0430ae4f4a,केवल मैंने एक छोटे उच्च ऊंचाई वाले कक्ष में परीक्षण के लिए नियंत्रक का संचालन किया।,हममें से कुछ ऐसे थे जो जांच कराने के लिए नियामकों से दूर भाग गए।,hi,Hindi,2
8675,40e9e5fc33,Khí thải thủy ngân là nguyên nhân khiến thủy ngân lắng xuống trong nước.,Phát thải thủy ngân gây ra vấn đề với nước.,vi,Vietnamese,0
9439,1451dfd883,کلنٹن برتھ پلیس فاؤنڈیشن افراد کو صرف $10 میں مکمل رکنیت کی پیشکش کرتی ہے۔,"کلنٹن برتھ پلیس فاؤنڈیشن کا ملازم بننے کے لیے آپ کو $1,000 ادا کرنا ہوگا۔",ur,Urdu,2
6590,df28dc30bb,พอใจในสิ่งที่ได้ยิน,ฉันได้รับความคิดเห็นที่แสดงความไม่พอใจเท่านั้น,th,Thai,2
2143,26f6452d02,"She said the Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old was diagnosed with non-Hodgkin lymphoma, a type of cancer.",She loves her children.,en,English,1
11154,9ffbb29135,"Each new case seems to make that clearer.""",Everything new seems to prove it.,en,English,0
2917,cb50268a2e,"Các hộp sẽ được đánh dấu bằng tên của Cassie, Corey, Rachel, Isaiah, Kelly, Kyle và các học sinh khác của trường Trung học Columbine đã thiệt mạng vào đầu năm nay.",Ít nhất sáu học sinh trường trung học Columbine đã chết vào đầu năm nay.,vi,Vietnamese,0
8454,b1161f1116,"Missouri was asked to continue its planning efforts and file a supplemental planning report with LSC on or before October 1, 1999.",Missouri was told to immediately halt all planning efforts.,en,English,2
5596,721a831d90,Save thousands of dollars this year.,We have saved a ton this year.,en,English,0
2294,07add0a85a,"Britons, however, trumpet their poet laureate as worthy of the ranks of Blake, Keats, Hardy and Auden (the Times of London).",The British are the proudest nation on the European continent.,en,English,1
10480,de34018e43,yes i remember that and i remember as a kid my parents used to watch the ed sullivan show which was a really big event in our family was the ed sullivan show yes i think it was a saturday night and i went to see the movie The Doors a couple of days ago and they had this scene,I haven't been to a movie in over a year.,en,English,2
4518,24948f01b9,He watched San'doro silent in thought.,San'doro is being followed by the man.,en,English,0
1830,6cf833c52c,"On the west side of the square is Old King's House (built in 1762), which was the official residence of the British governor; it was here that the proclamation of emancipation was issued in 1838.",There was an incident where the king was killed in the old palace.,en,English,1
4304,c2e833ed12,"Finally, she was alone with the President!",She was finally alone with the president!,en,English,0
3016,957812f42a,Your man would have been unconscious after the first explosion.,"After the first blow to the head, your man wouldn't have remained conscious.",en,English,1
10660,d74d6b7d89,Locust Hill σωστά ωραία,"Όχι, όχι το Locust Hill.",el,Greek,2
5158,28e9fa584f,"It depends on a lot of things, uh, a lot of things are thought to, uh, you know. Farmers think, OK, we have chemicals, we're putting chemicals in the fields. naturally the ground will filter",There is no point in pouring agricultural chemicals into the soil.,en,English,2
4713,b1de825faf,Did I tell you you did this?,I am assuming that you did do so?,en,English,0
2348,74e67d0c4e,He slowed.,He stopped moving too fast.,en,English,0
2848,77877bfc4f,STANDARD COST – A cost accounting method in which costs are allocated to cost objects based on reasonable estimates or cost studies and at budgeted rates rather than actual costs incurred.,The standard cost is based on estimates of the number of turtles run over on the highway in 1844.,en,English,2
106,ca2f6459bd,Is there adequate information for judging generalizability?,The resulting data is too generic.,en,English,1
8800,30d9b81014,التحدث بسرعة؛ إنه يستخدم هاتفه المحمول.,إنه يتحدث على هاتفه الخلوي.,ar,Arabic,0
9961,73d4e55972,Kwa hivyo imla ya jina wakati mwingine inahitaji kuwa katika jina sawa na wengine.,Ubabe wa jina hilo huwafunga wale wanaouanzisha.,sw,Swahili,2
6723,f01e7b91d1,i know you know the farther we go from adam the worse the food is for you but god still somehow makes us all able to live i think it's a miracle we're all alive after all this many generations and the last few processed foods you know I mean but I don't know I like I like I like being able to eat really healthy you know what I'm saying and I guess I'll have to wait for the millennium I think anyway because I don't that we will restore the earth so you know I think Jesus is the only one who can make this earth be restored to what it should be,"The further we go from Adam, the better the food gets for you.",en,English,2
6801,6a7ca43b7e,"From here it's all through the charming mountain village of St. Claude, with its upper-income houses, and on to the summit or as far as the day's traffic allows.",High-income families are very decadent and majestic.,en,English,1
5610,f0ec884f5c,尽管如此，霍尼的处理方式几乎是不言自明的，他所建立的原则对于任何想研究美国口音的人都很有帮助。,蜂蜜治疗不需要太多解释了吧。,zh,Chinese,0
10975,ba24620445,Et il ne comprenait vraiment pas.,"Hélas, elle n'était pas capable de comprendre clairement à cause de la barrière de la langue.",fr,French,1
8502,a82a7c0fa2,Ninaikubali kama njia pekee ya kutuokoa sisi sote kutokana na uharibifu fulani ambao matendo yangu mwenyewe yanaweza kutuletea.,Haikujulikana jinsi tatizo hilo lingeweza kutatuliwa kwa urahisi.,sw,Swahili,1
11011,da88aa1997,یہ بجٹ کچھ بڑا بنا دیتا ہے اگر - خوفناک  چالیں، اگر صرف ضمنی طور پر.,یہ بجٹ بہت زیادہ خطرے کے ساتھ چیزوں کا انتخاب کرتا ہے۔,ur,Urdu,1
9537,00cbeb090b,"Other experts share their opinions with us as if through a time warp, from the hazy days of past administrations.",Other experts give their views through timelines from past administrations.,en,English,0
4320,c5aadf286b,บ้านหลังมุมหมายเลข 8 เคยเป็นที่พักอย่างเป็นทางการของหัวหน้ารัฐบาลของเขตปกครองตนเอง,บ้านเลขที่ 8 เป็นบ้านสีขาวหลังเล็กๆ,th,Thai,1
2109,2bc230c483,The liberation of these former European colonies created the basis for post-war independence movements proclaiming the Japanese slogan Asia for Asians.,The old European colonies were liberated.,en,English,0
3263,c2422ef08d,Η καλύτερη τακτική για να αντιμετωπίσετε μια κατάσταση που χαρακτηρίζεται από τα δικά σας λάθη είναι να ορίσετε τον εαυτό σας ως τον ευτυχισμένο μέσο άνθρωπο που είναι ανώτερος από τους άλλους ανθρώπους.,Δεν είναι σοφό να κατηγορείς τους άλλους για τη δική σου ατέλεια.,el,Greek,1
942,edb8d14ca7,"Mi otro punto es que, para tener pleno éxito, el diccionario requiere más que el conocimiento profesional de un especialista en topónimos.",Se requiere un diccionario más que habilidades especializadas.,es,Spanish,0
9222,599cf319f4,Endonezya sınırındaki dağlardan Güney Çin Denizi'ne 563 km (351 mil) akan ülkenin en uzun nehri olan Rejang ile Sarawak'ı havadan görebilirsiniz.,Rejan sadece küçük bir su birikintisidir.,tr,Turkish,2
1159,7bc366b6cf,เขาขว้างมันใส่ฉันครั้งแล้วครั้งเล่า,เขาขว้างมันใส่ฉัน 48 ครั้ง,th,Thai,1
1206,38b89457d6,"In these cases, participants not only lose their jobs if the company files for bankruptcy, they also lose a significant portion of their retirement savings.",In these cases the participants are at no risk of losing their jobs.,en,English,2
2668,bfb03a6c4b,"If not the prettiest, the castle is certainly the most majestic in the Loire Valley, a veritable defensive fortress, its black ramparts still standing despite being beheaded on the orders of Henri III.",The beauty of the palace can be attributed to the hard work that the designers put into its design.,en,English,1
1057,c0046bd71f,"یہ اعداد و شمار اس حقیقت کو اجاگر کرتے ہیں کہ انگریزی کی سب سے بڑی لغت - جو اب پرنٹ سے باہر ہے - میں تقریباً 600,000 اندراجات تھے، جن میں بہت سی غیر معمولی شکلیں بھی شامل ہیں۔",سب سے بڑی لغت اب بھی پرنٹ میں ہے۔,ur,Urdu,2
10432,af81a2b96a,I rounded a bend and was just in time to see him ring the bell and be let into the house.,"By the time I turned the corner, I had not had time to see how he was let into the house, and could only hear the call.",en,English,2
7401,6f230d7ea8,I'm busy.,I am not busy right now.,en,English,2
2199,5d8f41c138,is there any other kind of music,Does this kind of music still exist?,en,English,0
2146,a4939001a4,"Номерът е да мислите за себе си по-малко като за новия шериф в града. и мисли за себе си като за една от бавачките, които децата на фон Трап убиха преди Мария.",Възприемам подход на закона и реда и искам да уважавате авторитета ми на шериф.,bg,Bulgarian,2
10121,526fb6300a,อาคารเก่าแก่แห่งนี้เป็นที่ตั้งของ Edinburgh Experience ซึ่งเป็นสไลด์โชว์ 3 มิติความยาว 20 นาทีที่แสดงประวัติศาสตร์ของเมืองและทำให้เอดินบะระมีชีวิตชีวาในวันนี้ (เฉพาะเดือนเมษายนถึงตุลาคม),อาคารนำเสนอสไลด์โชว์ 3 มิติเกี่ยวกับประวัติศาสตร์ของเมือง,th,Thai,0
8503,0cb569ddb8,of course i stay away from headshots completely,I find head banging a dangerous association and injurious to one's health.,en,English,1
11376,dc2eeec79c,"The newly unified Christian Spain under the rule of the Catholic Monarchs Ferdinand and Isabella completed the Reconquista by defeating the only Moorish enclave left in the Iberian Peninsula, Granada, in 1492.",All remaining Moorish soldiers were executed.,en,English,1
3928,b1c18b6d2c,"अपने मित्रों और आप जैसे अनुयायियों से $365,000 के अपने लक्ष्य तक पहुँचने से पहले हमें एक लंबा रास्ता तय करना है।","हमारा वित्तीय लक्ष्य $300,000 से अधिक है।",hi,Hindi,0
3023,0f87adcee9,"Clearly, yes.","Obviously, the answer is no.",en,English,2
7162,2581cd267b,there they brew their own beer,They spent months perfecting their beer.,en,English,1
11973,9c88bd2027,"Правителството на САЩ побърза да публикува огромно количество информация за военните разходи, включително военното разузнаване.",Правителството на САЩ не казва на никого колко харчи за каквото и да било.,bg,Bulgarian,2
7219,b8d0297eef,"Với sự đóng góp của bạn cho thư viện, bạn sẽ trở thành một thành viên của bạn bè khắp thành phố.",Thư viện thực sự đánh giá cao sự đóng góp của bạn và muốn bạn trở thành bạn bè trên khắp thị trấn.,vi,Vietnamese,1
8140,e365b98d54,أعتقد ذلك أيضًا ، ربما يكون هذا هو الحال وقد فعلوا ذلك منذ أن كنت عضوًا,أعتقد أن أسعارك تعتمد على طول مدة عضويتك.,ar,Arabic,1
7230,8327dcc6a4,"Außerdem könnte ich mir sowieso etwas ansehen, vielleicht einen V6","Ich denke, dass ein V6 die beste Lösung ist.",de,German,1
6240,a206879d9e,Je... n'avais pas rêvé...,Je n'ai pas rêvé.,fr,French,0
8484,41c33a4e34,"Al final, añadió un monasterio, una galería y una torre.",Nunca agrega nada.,es,Spanish,2
8977,a178cd59fb,The archway leads to a large swimming pool and the ruins of a complex of Roman and Byzantine baths.,After the portal there is a bathing complex.,en,English,0
5011,da5efa18ec,well yeah well you know i think well i think it will happen i don't know i don't know what else i could offer them you know if they ask me what to do i don't know i wouldn't know what else to offer them just education start with these little kids you know and like you said you know start doing it practice you know start showing all road signs and all cars of course I think all cars are made the way they are not all of them most of the new ones I see are made with miles per hour and kilometers on them,Education will make it a reality.,en,English,1
10219,aff31079cc,"Evet, bu sene duydum, erkek arkadaşım country müziği seviyor ve o da dinliyormuş.",Arkadaşım arabada country müzik dinliyor.,tr,Turkish,1
3686,a8b347989a,"KSM, inculpé en janvier 1996 pour son implication dans le complot d'Air Manila, est avant tout considéré comme un autre terroriste solitaire lié à Ramzi Yousef.",Khaled Sheikh Mohammed est un terroriste lié à Ramzi Youssef.,fr,French,0
2305,2daa1fdf95,我应该更加赞美他吗？,我应该表扬他的钢琴演奏吗?,zh,Chinese,1
9893,a9d88eb6de,"Cornwall Beach, another private beach with perfect sand and sheltered waters, can be found behind the Jamaica Tourist Office building, a short distance to the east along Gloucester Avenue.",There are several private beaches off Gloucester Avenue.,en,English,1
5831,93849d9909,Court officials always include the telephone number of the local legal services office and the county attorney's referral system on every summons.,Court officials include the phone numbers of legal aid departments.,en,English,0
3,5622f0c60b,You know they can't really protect themselves like adults uh say my age you know yeah,"Because of their age, they cannot defend themselves.",en,English,0
7831,4b65fb6567,"She graduated in 1995, owing $58,000 in loans.",She has so many student loans that she has trouble paying them back.,en,English,1
3444,ab449c48c8,Scotland became little more than an English county.,Scotland was much larger than an English county.,en,English,2
5309,cda2f93db4,第三个特征是状态空间中流动的趋同与发散，表征有序与混沌状态的特征，这对我们未来的讨论可能是最重要的。,在我们未来的讨论中最重要的事情就是第三个功能。,zh,Chinese,0
6005,223d504fa6,"One thing was worrying me terribly, but my heart leaped with relief when I saw my coat thrown carelessly over the back of a chair.",I was very worried about many things.,en,English,2
5537,71bb33e396,Hang them all! Tommy said indignantly.,Tommy didn't know he was indignant.,en,English,1
8029,135d32c793,and not only that it opens you up to telephone inquiries,It prevents you from having to deal with further marketing calls.,en,English,2
994,a93da21777,"Sonra annesine anlattı, annesi öne doğru eğildi ve gördü ve şöyle dedi: Onun gibi yürüyor.",Annesinin felçli olduğunu söyledi.,tr,Turkish,2
5238,ceec38beb7,"18 In 1989, rural carriers received an average of 34 cents per mile in car premiums.",The allowance has increased since 1989.,en,English,1
9473,8bd5c1949c,"En 1990, le programme a introduit le prix Elton T. Ridley pour services distingués.",Le prix n'a commencé qu'en 2002.,fr,French,2
2072,f67a47bef6,"Sultan Abdülhamid II (1876–1909) sought to impose absolute rule over an empire that was reeling under foreign debt, had a fragmented population of dissidents, and only a younger generation of educated Turks. Succeeded in creating ill will and dissatisfaction.",King Abdul Hamid II is admired by educated Turkish youth.,en,English,2
10425,ae4e721291,"Conspiracy theorists say MasterCard is investing in a chip that could store electronic cash, your medical history, and your home and office keys.",Conspiracy theorists believe that Mastercard is working on a chip to store all of your personal data.,en,English,0
